comp,job,location,range,req_location,salary
Morar Consulting,Marketing Research Analyst,"San Francisco, CA 94104 (Financial District area)",E,CA,
Genentech,Assistant Clinical Imaging Scientist,"South San Francisco, CA",E,CA,
Summit Public Schools,Data Scientist/Researcher,"Redwood City, CA",E,CA,
Oben,Machine Learning Scientist with Audio DSP background,"Pasadena, CA",E,CA,
Netflix,"Sr. Data Scientist (NLP), Content Science & Algorithms","Beverly Hills, CA 90210",E,CA,
Smule,Data Scientist,"San Francisco, CA 94107 (South Of Market area)",E,CA,
Keysight Technologies,Business Analyst,"Santa Rosa, CA",E,CA,
Google,"Software Engineer, Imaging","Mountain View, CA",E,CA,
Allergan,Principal Scientist,"Irvine, CA 92612",E,CA,
Precision For Value,Research Statistician,"Oakland, CA",E,CA,
"University of California, Santa Barbara",Scientific Programmer,"Santa Barbara, CA",E,CA,68079.0
"GRAIL, Inc.",MACHINE LEARNING (and in particular DEEP LEARNING) SPECIALIST,"Redwood City, CA",E,CA,
AT&T,Big Data Technical Co Op I,"San Francisco, CA",E,CA,
"Zendrive, Inc.",Business Analyst,"San Francisco, CA",E,CA,
"e.Republic, Inc.",Research Analyst,"Folsom, CA 95630",E,CA,
Biolegend,Scientist - Immunoassay,"San Diego, CA",E,CA,
ServiceNow,Senior Product Manager – Big Data and Machine Learning,"San Diego, CA",E,CA,
CHOC Children's,"Data Analyst-Information Systems, FT, Days","Orange County, CA",E,CA,
MemorialCare Health System,Research Coverage & Budget Analyst,"Fountain Valley, CA",E,CA,
OpenX,Senior Data Scientist,"Pasadena, CA",E,CA,
General Assembly,Part Time Data Science Instructor,"Santa Monica, CA",E,CA,
University of California San Francisco,Research Support Analyst,"San Francisco, CA",E,CA,
alliantgroup,Project Associate- Orange County,"Orange County, CA",E,CA,
"Health Net, Inc.",Sr Research Analyst 9422,"Rancho Cordova, CA 95670",E,CA,
Arcadis:US,Entry-Level Water Engineer,"Los Angeles, CA",E,CA,
TuSimple LLC,Motion Planning Engineer (Full-time/Internship),"San Diego, CA",E,CA,
TuSimple LLC,Simulation Engineer (Full-time/Internship),"San Diego, CA",E,CA,
Picarro,Systems/Test Engineer,"Santa Clara, CA 95054",E,CA,
Makro Scientific,Scientist II,"Pleasanton, CA",E,CA,
The Climate Corporation,Quantitative Analyst (Geospatial),"San Francisco, CA",E,CA,
Apple,"Data Scientist, Internet Services Team","Santa Clara Valley, CA",F,CA,
Picarro,Data Scientist,"Santa Clara, CA 95054",F,CA,
Stanford University,Research Data Analyst 1,"Stanford, CA 94305",F,CA,
Stanford University,Statistician,"Stanford, CA 94305",F,CA,
Match,"Data Analyst, Consumer Research","Los Angeles, CA",F,CA,
NantWorks,Senior Scientist,"Torrance, CA",F,CA,
Stitch Fix,Data Scientist,"San Francisco, CA",F,CA,
AIR FORCE,Operations Research Analyst,"Edwards AFB, CA",F,CA,92455.5
BOEING,Flight Technical Data Engineer,"Seal Beach, CA 90740",F,CA,
Riot Games,Analyst,"Los Angeles, CA",F,CA,
Nuna,Commercial Health Data Analyst,"San Francisco, CA",F,CA,
"Oxford BioTherapeutics, Inc.",Research Associate/Associate Scientist,"San Jose, CA",F,CA,
drawbridge,"Data Scientist, User Identity","San Mateo, CA 94403 (Sugerloaf area)",F,CA,
Eurofins,Senior Scientist,"Monrovia, CA",F,CA,
Ford Motor Company,Autonomous Vehicle Research Scientist - Technology Scouting,"Palo Alto, CA",F,CA,
ZeroChaos,Data Analysis & Quality Evaluation: Simplified Chinese,"Venice, CA 90291",F,CA,38560.0
Biorad,Research Associate I,"Hercules, CA",F,CA,
Brandman University,Research Analyst,"Irvine, CA 92618",F,CA,
UCLA Health,Program Statistician,"Los Angeles, CA",F,CA,
"University of California, Davis",SENIOR PROSPECT RESEARCH ANALYST,"Davis, CA",F,CA,60225.0
Microsoft,Principal Application & Data Scientist,"San Francisco, CA",F,CA,
Chegg,Data Analyst,"Santa Clara, CA 95054",F,CA,
Agilent,Senior Scientist,"Santa Clara, CA 95051",F,CA,
GoPro,Senior Data Scientist,"San Mateo, CA 94402 (Beresford area)",F,CA,
Human Longevity,Data Services Software Engineer,"San Diego, CA",F,CA,
Aol,Research Scientist Big Data,"Palo Alto, CA",F,CA,
University of California Merced,Staff Research Associate,"Merced, CA",F,CA,
Abbott,Sr Staff Scientist Analyst - Chemist,"Santa Clara, CA",F,CA,
Galvanize,"Lead Instructor, Principal Data Scientist","San Francisco, CA",F,CA,
Appriss,SAS Analyst / Statistician,"Irvine, CA",F,CA,
W2O Group,Data Scientist,"San Francisco, CA",F,CA,
The Nielsen Company,Lead Data Scientist,"San Francisco, CA",F,CA,
Calsoft Labs,Research Analyst,"Menlo Park, CA",F,CA,
Walmart eCommerce,Data Scientist Intern - Summer 2017,"San Bruno, CA 94066",F,CA,
University of California San Francisco,Research Data Analyst,"San Francisco, CA",F,CA,
SAP,Junior Developer (Machine Learning) Job,"Dublin, CA",F,CA,
Uber,Data Scientist (Value Add Services) - Uber for Business,"San Francisco, CA 94105 (Financial District area)",F,CA,
VMware,Internship - NSX Edge Platform Team,"Palo Alto, CA",F,CA,
Allergan,Scientist,"Irvine, CA 92612",F,CA,
Cushman & Wakefield,V&A Research Analyst,"Los Angeles, CA",F,CA,
Google,Quantitative Financial Analyst,"Mountain View, CA",F,CA,
Los Angeles County Human Resources,"RESEARCH ANALYST III, BEHAVIORAL SCIENCES","Los Angeles, CA",F,CA,
Upwork,Data Scientist Intern - Summer 2017,"Mountain View, CA",F,CA,
Skillz Inc.,Sr./Principal Data Scientist,"San Francisco, CA",F,CA,
"Truven Health Analytics, an IBM Company",Research Analyst II - Child and Maternal Health,"Los Angeles, CA",F,CA,
Rockstar San Diego,Data Engineer - BI & Analytics,"Carlsbad, CA",F,CA,
FICO,Sr. Principal Analytic Scientist,"San Diego, CA",F,CA,
Second Genome,Data Curator / Data Analyst,"South San Francisco, CA 94080",F,CA,
Cedars-Sinai,Postdoctoral Scientist (Electrophysiology),"Los Angeles, CA",F,CA,
method products pbc,EDI Analyst,"San Francisco, CA 94111 (Financial District area)",F,CA,
Vungle,Sr. Data Scientist,"San Francisco, CA",F,CA,
Adobe,Data Scientist,"San Jose, CA",F,CA,
[24]7,Data Scientist,"Campbell, CA",F,CA,
Yelp,Head of Data Science,"San Francisco, CA 94103 (South Of Market area)",F,CA,
SAP,Data Scientist - SAP Custom Development Job,"Palo Alto, CA",F,CA,
Uber,"Data Scientist - Machine Learning, Global Intelligence","San Francisco, CA 94103 (South Of Market area)",F,CA,
Yahoo! Inc.,Data Insights Manager - Search Analysis,"Sunnyvale, CA",F,CA,
Uber,Data Scientist- Communications Platforms,"San Francisco, CA 94105 (Financial District area)",F,CA,
Esri,Spatial Data Science - Spatial Statistics and Space Time Pattern Analysis,"Redlands, CA",F,CA,
University of California San Francisco,Lead Research Analyst,"San Francisco, CA",F,CA,
Planet Pharma,Scientific Programmer Analyst,"San Diego, CA",F,CA,
FICO,Lead Analytic Scientist,"San Diego, CA",F,CA,
Lawrence Berkeley National Laboratory,Network Analyst,"Berkeley, CA 94720",F,CA,
Lookout,Staff Data Engineer,"San Francisco, CA 94111 (Financial District area)",F,CA,
Tiger Analytics,Big Data Engineer,"San Francisco Bay Area, CA",F,CA,
Theranos,"Sr. Scientist, Enzymology","Palo Alto, CA",F,CA,
Novartis Pharma,Senior Research Associate/Associate Scientist,"Carlsbad, CA",F,CA,
Ionis Pharmaceuticals,Scientist / Research Associate,"Carlsbad, CA",F,CA,
Counsyl,Intake Associate,"South San Francisco, CA 94080",F,CA,
FullDeck,Jr. Data Scientist / Data Analyst,"Hollywood, CA",F,CA,
Lawrence Berkeley National Laboratory,X-Ray Optics Lab Scientific Associate,"Berkeley, CA 94720",F,CA,
Caribou Biosciences,Molecular Research Associate,"Berkeley, CA",F,CA,
Advantage SCI,Operations Research Analyst,California,F,CA,
Facebook,"Technical Sourcer, Machine Learning","Menlo Park, CA",F,CA,
Allergan,"Professional, Clincial Microbiology","Irvine, CA 92612",F,CA,
California State University Stanislaus,Research Analyst,"Turlock, CA 95382",F,CA,53691.0
NinthDecimal,Senior Research Analyst,"San Francisco, CA",F,CA,
Qualcomm,Systems Engineer - Sensors Machine Learning (Santa Clara),"Santa Clara, CA",F,CA,
Agendia,CLS I (Swing Shift),"Irvine, CA",F,CA,
Intellipro Group Inc.,"Staff Engineer, Big Data","Santa Clara, CA",F,CA,
Uber,Data Scientist - Mapping Technologies,"San Francisco, CA 94103 (South Of Market area)",F,CA,
Lawrence Livermore National Laboratory,Post-Dr Research Staff 1,"Livermore, CA 94550",F,CA,
KPMG,Sr Associate - Data Scientist,"Irvine, CA 92618",F,CA,
Walmart eCommerce,"Manager, Site Analytics","San Bruno, CA 94066",F,CA,
Proofpoint,Staff Big Data Engineer / Architect,"Sunnyvale, CA 94089",F,CA,
Index,Machine Learning Engineer,"San Francisco, CA",F,CA,
Human Longevity,Bioinformatics Scientist,"San Diego, CA",F,CA,
Pacific Biosciences,Senior Bioinformatics Scientist,"Menlo Park, CA",F,CA,
Ekso Bionics,Software Engineering Intern,"Richmond, CA",F,CA,
Match Relevant,Machine Learning / Computer Vision Engineer,"San Diego, CA",F,CA,
Genentech,Senior Scientific Researcher - Fibrosis Biomarkers,"South San Francisco, CA",F,CA,
"Pharmacyclics, LLC",Statistical Programmer II,"Sunnyvale, CA",F,CA,
Cepheid,Technical Support Specialist,"Sunnyvale, CA",F,CA,
Eurofins,Scientist I,"Monrovia, CA",F,CA,
Immersion,Sr. UX Researcher,"San Jose, CA 95131 (North Valley area)",F,CA,
Driscoll's,"Scientist II, Quantitative Genetics","Watsonville, CA",F,CA,
Park computer systems,Senior Data Analytics,"Beverly Hills, CA",F,CA,
TOMA Biosciences,Field Scientist,"Foster City, CA",F,CA,
ZeroChaos,"Data Analysis & Quality Evaluation: Urdu, Tamil and Telugu","Venice, CA 90291",F,CA,38560.0
Radius,Senior Data Scientist,"San Francisco, CA",F,CA,
Lawrence Livermore National Laboratory,Postdoctoral Research Staff Member,"Livermore, CA 94550",F,CA,
LinkedIn,"Senior Data Scientist - Content Experience Products, Consumer Analytics","San Francisco, CA 94107 (South Of Market area)",F,CA,
Squaretrade,Senior Quantitative Analyst,"San Francisco, CA 94107 (South Of Market area)",F,CA,
Cardno,Staff Scientist,California,F,CA,
Baidu USA,Research Scientist - Machine Learning,"Sunnyvale, CA 94089",F,CA,
Walmart eCommerce,"Manager, Analytics","San Bruno, CA 94066",F,CA,
Intel,Data Scientist,"Santa Clara, CA 95052",F,CA,
FocusKPI Inc.,Data Scientist (Modeling Experience),"Mountain View, CA",F,CA,
"Ferring Pharmaceuticals, Inc.",Data Scientist,"Santa Monica, CA",F,CA,
Grifols: US,Research Associate III,"Emeryville, CA",F,CA,
"Illumina, Inc.",Sr Bioinformatics Scientist,"San Diego, CA",F,CA,
Planet Pharma,"Scientist II, Quality Control","Carlsbad, CA",F,CA,
Seagate,Data Engineer / Data Scientist Internship,"Longmont, CO",C,CO,
Talent Navigation Experts,#954 | SR Data Scientist,"Denver, CO",C,CO,
"Vadata, Inc",Data Scientist,"Broomfield, CO",C,CO,
Oracle,Senior Data Scientist - Retail Analytics,"Westminster, CO",C,CO,
ICR Inc,Data Scientist,"Denver, CO",C,CO,
xentity corporation,Data Science Analyst,"Denver, CO",C,CO,
Oracle,Data Scientist - Oracle Data Cloud,"Broomfield, CO",C,CO,
Ibotta,Senior Data Scientist,"Denver, CO 80202 (Lodo area)",C,CO,
Welltok Inc.,Business Intelligence Engineer,"Denver, CO 80202 (Lodo area)",C,CO,
Oracle,Sr. Data Scientist-Identity Data Science,"Westminster, CO",C,CO,
KPMG,Data Scientist,"Denver, CO 80202 (Lodo area)",C,CO,
National Ecological Observatory Network Inc,Staff Scientist-Data Products,"Boulder, CO",C,CO,
NLB Services Pvt Ltd,Data Scientist,"Denver, CO",C,CO,
KPMG,Data Visualization Software Engineer,"Denver, CO 80202 (Lodo area)",C,CO,
Pearson,"Senior Data/Research Scientist, Machine Learning","Centennial, CO",C,CO,
GSI Service Group Inc,MMRP Sr. Environmental Scientist,"Boulder, CO",C,CO,
"Tri-Force Consulting Services, Inc.",Sr. Data Scientist,"Greenwood Village, CO",C,CO,
Axius Technologies,Data Scientist,"Denver, CO",C,CO,
"Beckman Coulter, Inc.",Informatic Technical Specialist Zone Leader,"Denver, CO",C,CO,
Hitachi Data Systems,Master Overlay Sales Support Representative,"Denver, CO",C,CO,
Genscape,Senior Database Developer,"Boulder, CO 80301",C,CO,
ViaSat,Data Warehouse Architect,"Denver, CO",C,CO,
KPMG,Manager - Data Scientist,"Denver, CO 80202 (Lodo area)",C,CO,
KBI Biopharma,Scientist I/II (Temp Only) #212,Colorado,C,CO,
Booz Allen Hamilton,"Image Scientist, Senior","Aurora, CO",C,CO,
Ball Aerospace,Information Systems Security Officer I (659201),"Westminster, CO",C,CO,
"Flagship Biosciences, Inc.",Software Engineer,"Westminster, CO",C,CO,
Advanced Concepts and Technologies International,Sr Cost Estimator/Research Analyst - Lvl II,"Peterson AFB, CO",C,CO,
xentity corporation,GIS Data Systems Analysts,"Denver, CO",C,CO,
xentity corporation,GIS Analyst,"Denver, CO",C,CO,
Association of Universities for Research in Astron...,Associate Scientist,"Boulder, CO",C,CO,
Tolmar Inc,Formulation Scientist II,"Fort Collins, CO 80526",C,CO,
Google,"Technical Curriculum Developer, Google Cloud Platform","Boulder, CO 80302",C,CO,
Ball Aerospace,Senior Engineer - Space Systems (659193) - Security clearance required,"Broomfield, CO",C,CO,
Ball Aerospace,Business Development Manager - Earth Sciences (659834),"Boulder, CO",C,CO,
KPMG,"Manager, Tax Technology - Data Analytics","Denver, CO 80202 (Lodo area)",C,CO,
Wyle Laboratories,"Computer Systems Architect, Schriever AFB, CO","Schriever AFB, CO",C,CO,
"SomaLogic, Inc.","Director/Senior Director, Scientific Computing 2016-076","Boulder, CO 80301",C,CO,
"Goldstone Partners, Inc.",Database Architect,"Boulder, CO",C,CO,
"Somalogic, Inc.","Director/Senior Director, Scientific Computing","Boulder, CO 80301",C,CO,
xentity corporation,Geospatial Architect,"Golden, CO",C,CO,
xentity corporation,Government Services Solution Architect,"Golden, CO",C,CO,
"City of Englewood, CO",Environmental Services Manager,"Englewood, CO",C,CO,106100.0
xentity corporation,Independent Consultant - Government Solution Architect,"Denver, CO",C,CO,
"Davidson Technologies, Inc.","Data Management Analyst (15277) Eng. V - Huntsville, AL or Colorado Springs, CO","Colorado Springs, CO",C,CO,
Ball Aerospace,Engineer Sr-Electrical Power Systems (659490),"Broomfield, CO",C,CO,
National Ecological Observatory Network Inc,Senior Systems Engineer-Hardware,"Boulder, CO",C,CO,
Ball Aerospace,Senior C# Applications Developer/Architect (659207),"Lafayette, CO",C,CO,
"Phil Ellis Associates, Inc.",Sr. Scientist / Scientist,"Denver, CO",C,CO,
Ball Aerospace,Principal Structural Engineer - Structural Dynamics (659744),"Boulder, CO",C,CO,
Ball Aerospace,Senior Electrical Project Engineer (659402),"Boulder, CO",C,CO,
Cherokee Nation Businesses,Database Administrator / Systems Engineer IV,"Boulder, CO 80305 (Central Boulder area)",C,CO,
Harris Corporation,Sr. Software Engineer,"Colorado Springs, CO",C,CO,
Ball Aerospace,Chief Information Security Officer (659397),"Lafayette, CO",C,CO,
Riverside Research,Data Scientist,"Buckley AFB, CO",D,CO,
National Renewable Energy Laboratory,Geospatial Data Scientist,"Golden, CO",D,CO,
KPMG,"Senior Associate, Data Analytics - Machine Learning","Denver, CO 80202 (Lodo area)",D,CO,
National Ecological Observatory Network Inc,Quantitative Animal Ecologist,"Boulder, CO",D,CO,
Stantec,Mid-level Toxicologist/Risk Assessor,"Fort Collins, CO",D,CO,
xentity corporation,Data Analyst,"Denver, CO",D,CO,
"Plato BioPharma, Inc.",Research Scientist / Senior Research Scientist,"Westminster, CO",D,CO,
DISH Network,Data Scientist,"Englewood, CO",D,CO,
University of Colorado,Managing Director for STROBE,"Boulder, CO",D,CO,107500.0
DISH Network,Quantitative Analyst,"Littleton, CO",D,CO,
KPMG,Sr Associate - Data Scientist,"Denver, CO 80202 (Lodo area)",D,CO,
National Renewable Energy Laboratory,Energy Modeler - Engineer II,"Golden, CO",D,CO,
Return Path,"Director, Data Science and Analytics","Broomfield, CO 80021",D,CO,
Galvanize,"Instructor, Sr. Data Scientist","Denver, CO",D,CO,
Pearson,"Senior Research Engineer, Machine Learning","Centennial, CO",D,CO,
ICF,Wind Energy Practice Consultant,"Denver, CO",D,CO,
LENA Research Foundation,Sr. Research Engineer: Machine Learning and Computational Linguistics,"Boulder, CO",D,CO,
Ball Aerospace,Sr Component Engineer - Space Avionics (659430),"Boulder, CO",D,CO,
Ball Aerospace,Senior Engineer - Optical (659442),"Boulder, CO",D,CO,
National Ecological Observatory Network Inc,Senior Systems Engineer-Software/Data Products,"Boulder, CO",D,CO,
"Magic Leap, Inc.",Sr. Optical Engineer (Calibration and Projection),"Boulder, CO",D,CO,
National Renewable Energy Laboratory,Plant and Microbial Lipid and Bio-Based Products Scientist,"Golden, CO",D,CO,
Ball Aerospace,Sr Engineer - Electrical Systems Box Responsible Engineer (658941),"Boulder, CO",D,CO,
WSP | Parsons Brinckerhoff,Amazon Web Services (AWS) Solutions Architect,"Denver, CO",D,CO,
Ball Aerospace,Information Systems Security Officer Associate (659854),"Boulder, CO",D,CO,
Rincon Research Corporation,Geolocation Engineer,"Centennial, CO",D,CO,
Ball Aerospace,Senior Antenna (Low Observable) Design Engineer (659111),"Westminster, CO",D,CO,
Harris Corporation,Software Engineer,"Colorado Springs, CO",D,CO,
Ball Aerospace,Antenna (Low Observable) Engineer I (658443),"Westminster, CO",D,CO,
Honeywell,Computer Scientist/Systems Analyst - Senior,"Denver, CO",D,CO,
National Renewable Energy Laboratory,Postdoctoral Researcher – Optimization and Combustion,"Golden, CO",D,CO,
Ball Aerospace,Senior Systems Engineer - RF Systems Development (659582),"Westminster, CO",D,CO,
Ball Aerospace,Engineer I - Analog & Digital Designer (659706),"Boulder, CO",D,CO,
Ball Aerospace,Engineer I - Space Systems (659617) - Security clearance required,"Broomfield, CO",D,CO,
BOEING,C2BMC Cyber Security Developer,"Colorado Springs, CO",D,CO,
Ball Aerospace,Principal Structural Engineer - Structural Analyst (659743),"Boulder, CO",D,CO,
Ball Aerospace,Spacecraft Mechanical Lead (659881) - Current Security Clearance Required,"Boulder, CO",D,CO,
Ball Aerospace,Supply Chain Management Specialist II (659575),"Westminster, CO",D,CO,
National Renewable Energy Laboratory,Post-doctoral researcher (Multiphase reacting flow CFD),"Golden, CO",D,CO,
Ball Aerospace,Senior Contracts Administrator (659322),"Westminster, CO",D,CO,
"SomaLogic, Inc.",Cost Accountant II/Senior Cost Accountant/Cost Accounting Manager 2016-083,"Boulder, CO 80301",D,CO,
"Goldstone Partners, Inc.",Cost to Complete Engineer/Scientist,"Denver, CO",D,CO,
Ball Aerospace,Electrical Engineer I - Digital and Analog Designer (659875),"Boulder, CO",D,CO,
Ball Aerospace,Senior Manufacturing Engineer (659221),"Boulder, CO",D,CO,
Sound Advice Consulting Services,Mobile Application Developer,"Denver, CO",D,CO,
Ball Aerospace,Senior Electrical System Engineer (659310) - Security clearance required,"Boulder, CO",D,CO,
Ball Aerospace,Principal Engineer - Space Systems (659264) - Security clearance required,"Boulder, CO",D,CO,
Ball Aerospace,Telecom System Principal Engineer (659342) - Security clearance required,"Boulder, CO",D,CO,
Ball Aerospace,Engineer II-Manufacturing (659215),"Boulder, CO",D,CO,
Ball Aerospace,Manager-Financial Accounting (659627),"Lafayette, CO",D,CO,
