,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
286,7.8,tt0092965,Empire of the Sun,1987,Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,Steven Spielberg,Drama,History,A young English boy struggles to survive under Japanese occupation during World War II.,1987-12-25,153,"To survive in a world at war, he must find a strength greater than all the events that surround him.",J.G. Ballard
287,8.1,tt0052618,Ben-Hur,1959,Charlton Heston,Jack Hawkins,Stephen Boyd,Haya Harareet,William Wyler,Adventure,Drama,"When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",1960-01-29,212,A Tale of the Christ,Lew Wallace
288,7.3,tt0100685,State of Grace,1990,Sean Penn,Ed Harris,Gary Oldman,Robin Wright,Phil Joanou,Action,Crime,Terry Noonan returns home to New York's Hells Kitchen after a ten year absence. He soon hooks up with...,1990-09-14,134,The Irish mob in Hell's Kitchen.,Dennis McIntyre
289,7.2,tt1109624,Paddington,2014,Hugh Bonneville,Sally Hawkins,Julie Walters,Jim Broadbent,Paul King,Comedy,Family,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",2015-01-16,95,Please look after this bear. Thank you,Paul King
290,8.0,tt0790636,Dallas Buyers Club,2013,Matthew McConaughey,Jennifer Garner,Jared Leto,Steve Zahn,Jean-Marc Vallée,Biography,Drama,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",2013-11-22,117,Dare to Live,Craig Borten
291,7.5,tt1966604,The Imposter,2012,Adam O'Brian,Nicholas Barclay,Carey Gibson,Bryan Gibson,Bart Layton,Documentary,Biography,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.,2012-08-24,99,There are two sides to every lie.,nan
292,7.7,tt1250777,Kick-Ass,2010,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,Matthew Vaughn,Action,Comedy,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",2010-04-16,117,I can't fly. But I can kick your ass.,Jane Goldman
293,7.9,tt0061418,Bonnie and Clyde,1967,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,Arthur Penn,Action,Biography,A somewhat romanticized account of the career of the notoriously violent bank robbing couple and their gang.,1967-09-01,111,"""The strangest damned gang you ever heard of. They're young. They're in love. They rob banks.""",David Newman
294,7.5,tt0085859,Local Hero,1983,Burt Lancaster,Peter Riegert,Fulton Mackay,Denis Lawson,Bill Forsyth,Comedy,Drama,An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,1983-02-18,111,,Bill Forsyth
295,8.2,tt1255953,Incendies,2010,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Mustafa Kamel,Denis Villeneuve,Drama,Mystery,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.",2011-01-12,139,The search began at the opening of their mother's will.,Denis Villeneuve
296,7.2,tt0092699,Broadcast News,1987,William Hurt,Albert Brooks,Holly Hunter,Robert Prosky,James L. Brooks,Comedy,Drama,"Take two rival TV reporters: one handsome, one talented, both male. Add one producer, female. Mix well and watch the sparks fly.",1987-12-25,133,It's the story of their lives.,James L. Brooks
297,7.8,tt0765429,American Gangster,2007,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin,Ridley Scott,Biography,Crime,"In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.",2007-11-02,176,There are two sides to the American dream.,Steven Zaillian
298,8.4,tt0090605,Aliens,1986,Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser,James Cameron,Action,Adventure,"The moon from ""Alien"" has been colonized, but contact is lost. This time, the rescue team has impressive firepower, but will it be enough?",1986-07-18,154,This time there's more.,James Cameron
299,7.0,tt0163651,American Pie,1999,Jason Biggs,Chris Klein,Thomas Ian Nicholas,Alyson Hannigan,Paul Weitz,Comedy,nan,Four teenage boys enter a pact to lose their virginity by prom night.,1999-07-09,95,There's something about your first piece.,Adam Herz
300,8.5,tt0088763,Back to the Future,1985,Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Robert Zemeckis,Adventure,Comedy,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",1985-07-03,116,He's the only kid ever to get into trouble before he was born. [UK],Robert Zemeckis
301,7.6,tt0079116,Escape from Alcatraz,1979,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,Don Siegel,Biography,Crime,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",1979-06-22,112,No one has ever escaped from Alcatraz... And no one ever will!,J. Campbell Bruce
302,8.5,tt0482571,The Prestige,2006,Christian Bale,Hugh Jackman,Scarlett Johansson,Michael Caine,Christopher Nolan,Drama,Mystery,Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.,2006-10-20,130,A Friendship That Became a Rivalry.,Jonathan Nolan
303,7.2,tt0272207,Narc,2002,Ray Liotta,Jason Patric,Chi McBride,Dan Leis,Joe Carnahan,Crime,Drama,When the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case.,2003-01-10,105,,Joe Carnahan
304,7.3,tt1972663,Into the Abyss,2011,Werner Herzog,Richard Lopez,Michael Perry,Damon Hall,Werner Herzog,Documentary,Crime,Conversations with death row inmate Michael Perry and those affected by his crime serve as an examination of why people - and the state - kill.,2012-01-20,107,,
305,7.1,tt0120611,Blade,1998,Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,Stephen Norrington,Action,Horror,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",1998-08-21,120,The power of an immortal. The soul of a human. The heart of a hero.,David S. Goyer
306,7.0,tt1706620,Snowpiercer,2013,Chris Evans,Jamie Bell,Tilda Swinton,Ed Harris,Joon-ho Bong,Action,Drama,"Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges.",2013-08-01,126,AD 2031: the passengers in the train are the only survivors on Earth.,Joon-ho Bong
307,7.6,tt0454848,Inside Man,2006,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,Spike Lee,Crime,Drama,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",2006-03-24,129,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Russell Gewirtz
308,7.4,tt0086425,Terms of Endearment,1983,Shirley MacLaine,Debra Winger,Jack Nicholson,Danny DeVito,James L. Brooks,Comedy,Drama,Follows hard-to-please Aurora looking for love and her daughter's family problems.,1983-12-09,132,"Come to Laugh, Come to Cry, Come to Care, Come to Terms.",Larry McMurtry
309,7.3,tt0070707,Sleeper,1973,Woody Allen,Diane Keaton,John Beck,Mary Gregory,Woody Allen,Comedy,Sci-Fi,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,1973-12-17,89,A love story about two people who hate each other. 200 years in the future.,Woody Allen
310,7.8,tt0119177,Gattaca,1997,Ethan Hawke,Uma Thurman,Jude Law,Gore Vidal,Andrew Niccol,Drama,Sci-Fi,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,1997-10-24,106,The Prisoner. His Cell.,Andrew Niccol
311,7.6,tt0265666,The Royal Tenenbaums,2001,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,Wes Anderson,Comedy,Drama,An estranged family of former child prodigies reunites when their father announces he is terminally ill.,2002-01-04,110,Family Isn't A Word... It's A Sentence.,Wes Anderson
312,8.6,tt0120586,American History X,1998,Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien,Tony Kaye,Crime,Drama,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,1998-11-20,101,His father taught him to hate. His friends taught him rage. His enemies gave him hope.,David McKenna
313,8.2,tt0084787,The Thing,1982,Kurt Russell,Wilford Brimley,Keith David,Richard Masur,John Carpenter,Horror,Mystery,"It's the first week of winter in 1982. An American Research Base is greeted by an alien force, that can assimilate anything it touches. It's up to the members to stay alive, and be sure of who is human, and who has become one of the Things.",1982-06-25,109,What you fear most... is among you.,Bill Lancaster
314,7.5,tt0057076,From Russia with Love,1963,Sean Connery,Robert Shaw,Lotte Lenya,Daniela Bianchi,Terence Young,Action,Adventure,James Bond willingly falls into an assassination ploy involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by SPECTRE.,1964-05-27,115,The world's masters of murder pull out all the stops to destroy Agent 007!,Richard Maibaum
315,7.0,tt0212338,Meet the Parents,2000,Ben Stiller,Robert De Niro,Teri Polo,Blythe Danner,Jay Roach,Comedy,Romance,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",2000-10-06,108,First comes love. Then comes the interrogation.,Greg Glienna
316,8.0,tt0063442,Planet of the Apes,1968,Charlton Heston,Roddy McDowall,Kim Hunter,Maurice Evans,Franklin J. Schaffner,Adventure,Sci-Fi,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",1968-04-03,112,"Somewhere in the universe there must be something better than man. In a matter of time, an astronaut will wing through the centuries and find the answer. He may find the most terrifying one of all on the planet where apes are the rulers and man the beast.",Michael Wilson
317,7.6,tt1542344,127 Hours,2010,James Franco,Amber Tamblyn,Kate Mara,Sean Bott,Danny Boyle,Adventure,Biography,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",2011-01-28,94,Every Second Counts,Danny Boyle
318,8.6,tt0110413,Léon: The Professional,1994,Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello,Luc Besson,Crime,Drama,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.",1994-11-18,110,"If you want the job done right, hire a professional.",Luc Besson
319,7.6,tt0144084,American Psycho,2000,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,Mary Harron,Crime,Drama,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",2000-04-14,102,No Introduction Necessary.,Bret Easton Ellis
320,6.9,tt0096928,Bill & Ted's Excellent Adventure,1989,Keanu Reeves,Alex Winter,George Carlin,Terry Camilleri,Stephen Herek,Adventure,Comedy,Two seemingly dumb teens struggle to prepare a historical presentation with the help of a time machine.,1989-02-17,90,History is about to be rewritten by two guys who can't spell...,Chris Matheson
321,7.5,tt0970179,Hugo,2011,Asa Butterfield,Chloë Grace Moretz,Christopher Lee,Ben Kingsley,Martin Scorsese,Adventure,Drama,"Set in 1930s Paris, an orphan who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",2011-11-23,126,One of the most legendary directors of our time takes you on an extraordinary adventure.,John Logan
322,7.1,tt0307987,Bad Santa,2003,Billy Bob Thornton,Bernie Mac,Lauren Graham,John Ritter,Terry Zwigoff,Comedy,Crime,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.",2003-11-26,91,He's very naughty . . . and not very nice.,Glenn Ficarra
323,6.5,tt2784678,Top Five,2014,Chris Rock,Rosario Dawson,Gabrielle Union,Kevin Hart,Chris Rock,Comedy,Romance,A comedian tries to make it as a serious actor when his reality-TV star fiancée talks him into broadcasting their wedding on her TV show.,2014-12-12,102,,Chris Rock
324,8.0,tt0780536,In Bruges,2008,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington,Martin McDonagh,Comedy,Crime,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",2008-02-29,107,Shoot first. Sightsee later.,Martin McDonagh
325,7.2,tt0357413,Anchorman: The Legend of Ron Burgundy,2004,Will Ferrell,Christina Applegate,Steve Carell,Paul Rudd,Adam McKay,Comedy,nan,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",2004-07-09,104,His news is bigger than your news.,Will Ferrell
326,6.8,tt0120888,The Wedding Singer,1998,Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert,Frank Coraci,Comedy,Music,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",1998-02-13,95,He's gonna party like it's 1985.,Tim Herlihy
327,7.4,tt0120903,X-Men,2000,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen,Bryan Singer,Action,Adventure,Two mutants come to a private academy for their kind whose resident superhero team must oppose a terrorist organization with similar powers.,2000-07-14,104,Evolution Begins.,Tom DeSanto
328,7.8,tt1454468,Gravity,2013,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Alfonso Cuarón,Adventure,Drama,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.,2013-10-04,91,Don't Let Go,Alfonso Cuarón
